==========================================
=== MECCANO BASELINE (30ep) ===
==========================================
=== TRAINING ===
python traineval.py --ek_version=meccano --epochs=30 --batch_size=32 --num_classes=61 --seq_len_obs=10 --seq_len_unobs=3 --learnable_weight=True
training dataset size: 4679
evaluation dataset size: 2584
Epoch:0 (1/147) Data: 1.273503s | Batch: 1.895s | future_traj_r_loss: 0.368 | future_traj_l_loss: 0.210 | rec_r_loss: 1.001| rec_l_loss: 1.005| total_loss: 2.622 | future_valid_r: 29.0 | future_valid_l: 31.0 | obj_loss: 0.505 
Epoch:18 (70/147) Data: 0.000788s | Batch: 0.130s | future_traj_r_loss: 0.040 | future_traj_l_loss: 0.047 | rec_r_loss: 0.034| rec_l_loss: 0.034| total_loss: 0.173 | future_valid_r: 29.0 | future_valid_l: 31.0 | obj_loss: 0.017 
Epoch:18 (71/147) Data: 0.000815s | Batch: 0.130s | future_traj_r_loss: 0.042 | future_traj_l_loss: 0.032 | rec_r_loss: 0.034| rec_l_loss: 0.033| total_loss: 0.143 | future_valid_r: 29.0 | future_valid_l: 32.0 | obj_loss: 0.011 
Epoch:18 (72/147) Data: 0.000788s | Batch: 0.130s | future_traj_r_loss: 0.082 | future_traj_l_loss: 0.037 | rec_r_loss: 0.034| rec_l_loss: 0.034| total_loss: 0.219 | future_valid_r: 31.0 | future_valid_l: 30.0 | obj_loss: 0.016 
Epoch:18 (73/147) Data: 0.000782s | Batch: 0.129s | future_traj_r_loss: 0.023 | future_traj_l_loss: 0.039 | rec_r_loss: 0.033| rec_l_loss: 0.034| total_loss: 0.143 | future_valid_r: 28.0 | future_valid_l: 31.0 | obj_loss: 0.018 
Epoch:18 (74/147) Data: 0.000775s | Batch: 0.129s | future_traj_r_loss: 0.073 | future_traj_l_loss: 0.047 | rec_r_loss: 0.034| rec_l_loss: 0.034| total_loss: 0.229 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.019 
Epoch:18 (75/147) Data: 0.000793s | Batch: 0.129s | future_traj_r_loss: 0.055 | future_traj_l_loss: 0.037 | rec_r_loss: 0.035| rec_l_loss: 0.034| total_loss: 0.194 | future_valid_r: 31.0 | future_valid_l: 32.0 | obj_loss: 0.024 
Epoch:18 (76/147) Data: 0.000833s | Batch: 0.129s | future_traj_r_loss: 0.052 | future_traj_l_loss: 0.029 | rec_r_loss: 0.034| rec_l_loss: 0.033| total_loss: 0.172 | future_valid_r: 32.0 | future_valid_l: 30.0 | obj_loss: 0.020 
Epoch:18 (77/147) Data: 0.000800s | Batch: 0.129s | future_traj_r_loss: 0.040 | future_traj_l_loss: 0.037 | rec_r_loss: 0.033| rec_l_loss: 0.033| total_loss: 0.158 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.015 
Epoch:18 (78/147) Data: 0.000901s | Batch: 0.129s | future_traj_r_loss: 0.064 | future_traj_l_loss: 0.057 | rec_r_loss: 0.034| rec_l_loss: 0.034| total_loss: 0.200 | future_valid_r: 32.0 | future_valid_l: 31.0 | obj_loss: 0.022 
Epoch:18 (79/147) Data: 0.000800s | Batch: 0.129s | future_traj_r_loss: 0.039 | future_traj_l_loss: 0.030 | rec_r_loss: 0.034| rec_l_loss: 0.033| total_loss: 0.160 | future_valid_r: 30.0 | future_valid_l: 30.0 | obj_loss: 0.020 
Epoch:18 (80/147) Data: 0.000787s | Batch: 0.129s | future_traj_r_loss: 0.046 | future_traj_l_loss: 0.041 | rec_r_loss: 0.035| rec_l_loss: 0.034| total_loss: 0.171 | future_valid_r: 30.0 | future_valid_l: 30.0 | obj_loss: 0.026 
Epoch:18 (81/147) Data: 0.000773s | Batch: 0.128s | future_traj_r_loss: 0.066 | future_traj_l_loss: 0.075 | rec_r_loss: 0.035| rec_l_loss: 0.034| total_loss: 0.237 | future_valid_r: 30.0 | future_valid_l: 30.0 | obj_loss: 0.027 
Epoch:18 (82/147) Data: 0.000905s | Batch: 0.128s | future_traj_r_loss: 0.051 | future_traj_l_loss: 0.032 | rec_r_loss: 0.034| rec_l_loss: 0.033| total_loss: 0.179 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.014 
Epoch:18 (83/147) Data: 0.000800s | Batch: 0.128s | future_traj_r_loss: 0.046 | future_traj_l_loss: 0.048 | rec_r_loss: 0.034| rec_l_loss: 0.034| total_loss: 0.169 | future_valid_r: 29.0 | future_valid_l: 30.0 | obj_loss: 0.027 
Epoch:18 (84/147) Data: 0.000762s | Batch: 0.128s | future_traj_r_loss: 0.065 | future_traj_l_loss: 0.041 | rec_r_loss: 0.033| rec_l_loss: 0.033| total_loss: 0.214 | future_valid_r: 29.0 | future_valid_l: 31.0 | obj_loss: 0.020 
Epoch:18 (85/147) Data: 0.000838s | Batch: 0.128s | future_traj_r_loss: 0.046 | future_traj_l_loss: 0.057 | rec_r_loss: 0.033| rec_l_loss: 0.033| total_loss: 0.190 | future_valid_r: 28.0 | future_valid_l: 32.0 | obj_loss: 0.015 
Epoch:18 (86/147) Data: 0.000775s | Batch: 0.128s | future_traj_r_loss: 0.069 | future_traj_l_loss: 0.030 | rec_r_loss: 0.035| rec_l_loss: 0.033| total_loss: 0.197 | future_valid_r: 32.0 | future_valid_l: 31.0 | obj_loss: 0.014 
Epoch:18 (87/147) Data: 0.000786s | Batch: 0.128s | future_traj_r_loss: 0.036 | future_traj_l_loss: 0.045 | rec_r_loss: 0.035| rec_l_loss: 0.033| total_loss: 0.177 | future_valid_r: 30.0 | future_valid_l: 31.0 | obj_loss: 0.020 
Epoch:18 (88/147) Data: 0.000803s | Batch: 0.128s | future_traj_r_loss: 0.036 | future_traj_l_loss: 0.025 | rec_r_loss: 0.034| rec_l_loss: 0.033| total_loss: 0.157 | future_valid_r: 31.0 | future_valid_l: 32.0 | obj_loss: 0.017 
Epoch:18 (89/147) Data: 0.000816s | Batch: 0.127s | future_traj_r_loss: 0.058 | future_traj_l_loss: 0.036 | rec_r_loss: 0.033| rec_l_loss: 0.032| total_loss: 0.166 | future_valid_r: 32.0 | future_valid_l: 31.0 | obj_loss: 0.015 
Epoch:18 (90/147) Data: 0.000787s | Batch: 0.127s | future_traj_r_loss: 0.043 | future_traj_l_loss: 0.036 | rec_r_loss: 0.033| rec_l_loss: 0.033| total_loss: 0.157 | future_valid_r: 28.0 | future_valid_l: 30.0 | obj_loss: 0.023 
Epoch:18 (91/147) Data: 0.000821s | Batch: 0.127s | future_traj_r_loss: 0.048 | future_traj_l_loss: 0.051 | rec_r_loss: 0.034| rec_l_loss: 0.034| total_loss: 0.157 | future_valid_r: 30.0 | future_valid_l: 30.0 | obj_loss: 0.021 
Epoch:18 (92/147) Data: 0.000823s | Batch: 0.127s | future_traj_r_loss: 0.039 | future_traj_l_loss: 0.031 | rec_r_loss: 0.034| rec_l_loss: 0.034| total_loss: 0.161 | future_valid_r: 32.0 | future_valid_l: 31.0 | obj_loss: 0.016 
Epoch:18 (93/147) Data: 0.000807s | Batch: 0.127s | future_traj_r_loss: 0.038 | future_traj_l_loss: 0.035 | rec_r_loss: 0.033| rec_l_loss: 0.034| total_loss: 0.163 | future_valid_r: 30.0 | future_valid_l: 31.0 | obj_loss: 0.017 
Epoch:18 (94/147) Data: 0.000786s | Batch: 0.127s | future_traj_r_loss: 0.047 | future_traj_l_loss: 0.026 | rec_r_loss: 0.034| rec_l_loss: 0.033| total_loss: 0.157 | future_valid_r: 31.0 | future_valid_l: 27.0 | obj_loss: 0.023 
Epoch:18 (95/147) Data: 0.000772s | Batch: 0.127s | future_traj_r_loss: 0.062 | future_traj_l_loss: 0.044 | rec_r_loss: 0.035| rec_l_loss: 0.035| total_loss: 0.176 | future_valid_r: 31.0 | future_valid_l: 30.0 | obj_loss: 0.019 
Epoch:18 (96/147) Data: 0.000746s | Batch: 0.127s | future_traj_r_loss: 0.049 | future_traj_l_loss: 0.047 | rec_r_loss: 0.034| rec_l_loss: 0.035| total_loss: 0.177 | future_valid_r: 26.0 | future_valid_l: 32.0 | obj_loss: 0.025 
Epoch:18 (97/147) Data: 0.000787s | Batch: 0.127s | future_traj_r_loss: 0.059 | future_traj_l_loss: 0.071 | rec_r_loss: 0.035| rec_l_loss: 0.036| total_loss: 0.218 | future_valid_r: 30.0 | future_valid_l: 29.0 | obj_loss: 0.020 
Epoch:18 (98/147) Data: 0.000770s | Batch: 0.127s | future_traj_r_loss: 0.028 | future_traj_l_loss: 0.026 | rec_r_loss: 0.034| rec_l_loss: 0.034| total_loss: 0.142 | future_valid_r: 32.0 | future_valid_l: 30.0 | obj_loss: 0.021 
Epoch:18 (99/147) Data: 0.000747s | Batch: 0.127s | future_traj_r_loss: 0.038 | future_traj_l_loss: 0.021 | rec_r_loss: 0.034| rec_l_loss: 0.034| total_loss: 0.136 | future_valid_r: 30.0 | future_valid_l: 32.0 | obj_loss: 0.022 
Epoch:18 (100/147) Data: 0.000763s | Batch: 0.127s | future_traj_r_loss: 0.043 | future_traj_l_loss: 0.037 | rec_r_loss: 0.034| rec_l_loss: 0.033| total_loss: 0.166 | future_valid_r: 30.0 | future_valid_l: 30.0 | obj_loss: 0.027 
Epoch:18 (101/147) Data: 0.000887s | Batch: 0.127s | future_traj_r_loss: 0.038 | future_traj_l_loss: 0.038 | rec_r_loss: 0.034| rec_l_loss: 0.034| total_loss: 0.166 | future_valid_r: 31.0 | future_valid_l: 32.0 | obj_loss: 0.025 
Epoch:18 (102/147) Data: 0.000954s | Batch: 0.126s | future_traj_r_loss: 0.047 | future_traj_l_loss: 0.054 | rec_r_loss: 0.036| rec_l_loss: 0.034| total_loss: 0.197 | future_valid_r: 30.0 | future_valid_l: 30.0 | obj_loss: 0.020 
Epoch:18 (103/147) Data: 0.000929s | Batch: 0.126s | future_traj_r_loss: 0.063 | future_traj_l_loss: 0.058 | rec_r_loss: 0.036| rec_l_loss: 0.035| total_loss: 0.236 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.019 
Epoch:18 (104/147) Data: 0.000952s | Batch: 0.126s | future_traj_r_loss: 0.063 | future_traj_l_loss: 0.056 | rec_r_loss: 0.036| rec_l_loss: 0.034| total_loss: 0.208 | future_valid_r: 29.0 | future_valid_l: 31.0 | obj_loss: 0.024 
Epoch:18 (105/147) Data: 0.000827s | Batch: 0.126s | future_traj_r_loss: 0.040 | future_traj_l_loss: 0.029 | rec_r_loss: 0.035| rec_l_loss: 0.034| total_loss: 0.145 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.023 
Epoch:18 (106/147) Data: 0.000901s | Batch: 0.126s | future_traj_r_loss: 0.038 | future_traj_l_loss: 0.034 | rec_r_loss: 0.034| rec_l_loss: 0.034| total_loss: 0.150 | future_valid_r: 32.0 | future_valid_l: 31.0 | obj_loss: 0.018 
Epoch:18 (107/147) Data: 0.000857s | Batch: 0.126s | future_traj_r_loss: 0.041 | future_traj_l_loss: 0.024 | rec_r_loss: 0.034| rec_l_loss: 0.034| total_loss: 0.142 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.012 
Epoch:18 (108/147) Data: 0.000932s | Batch: 0.126s | future_traj_r_loss: 0.037 | future_traj_l_loss: 0.042 | rec_r_loss: 0.035| rec_l_loss: 0.034| total_loss: 0.170 | future_valid_r: 31.0 | future_valid_l: 28.0 | obj_loss: 0.022 
Epoch:18 (109/147) Data: 0.000878s | Batch: 0.126s | future_traj_r_loss: 0.041 | future_traj_l_loss: 0.041 | rec_r_loss: 0.034| rec_l_loss: 0.034| total_loss: 0.166 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.019 
Epoch:18 (110/147) Data: 0.000893s | Batch: 0.126s | future_traj_r_loss: 0.060 | future_traj_l_loss: 0.030 | rec_r_loss: 0.034| rec_l_loss: 0.034| total_loss: 0.157 | future_valid_r: 30.0 | future_valid_l: 30.0 | obj_loss: 0.024 
Epoch:18 (111/147) Data: 0.000909s | Batch: 0.126s | future_traj_r_loss: 0.044 | future_traj_l_loss: 0.045 | rec_r_loss: 0.034| rec_l_loss: 0.034| total_loss: 0.174 | future_valid_r: 32.0 | future_valid_l: 32.0 | obj_loss: 0.020 
Epoch:18 (112/147) Data: 0.001493s | Batch: 0.126s | future_traj_r_loss: 0.051 | future_traj_l_loss: 0.033 | rec_r_loss: 0.035| rec_l_loss: 0.034| total_loss: 0.169 | future_valid_r: 30.0 | future_valid_l: 29.0 | obj_loss: 0.020 
Epoch:18 (113/147) Data: 0.000884s | Batch: 0.126s | future_traj_r_loss: 0.067 | future_traj_l_loss: 0.042 | rec_r_loss: 0.033| rec_l_loss: 0.034| total_loss: 0.210 | future_valid_r: 30.0 | future_valid_l: 32.0 | obj_loss: 0.017 
Epoch:18 (114/147) Data: 0.000825s | Batch: 0.126s | future_traj_r_loss: 0.050 | future_traj_l_loss: 0.046 | rec_r_loss: 0.035| rec_l_loss: 0.034| total_loss: 0.197 | future_valid_r: 32.0 | future_valid_l: 32.0 | obj_loss: 0.018 
Epoch:18 (115/147) Data: 0.000804s | Batch: 0.126s | future_traj_r_loss: 0.054 | future_traj_l_loss: 0.030 | rec_r_loss: 0.036| rec_l_loss: 0.034| total_loss: 0.138 | future_valid_r: 28.0 | future_valid_l: 31.0 | obj_loss: 0.025 
Epoch:18 (116/147) Data: 0.000710s | Batch: 0.126s | future_traj_r_loss: 0.034 | future_traj_l_loss: 0.037 | rec_r_loss: 0.034| rec_l_loss: 0.033| total_loss: 0.155 | future_valid_r: 32.0 | future_valid_l: 31.0 | obj_loss: 0.022 
Epoch:18 (117/147) Data: 0.000712s | Batch: 0.126s | future_traj_r_loss: 0.052 | future_traj_l_loss: 0.041 | rec_r_loss: 0.034| rec_l_loss: 0.033| total_loss: 0.189 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.020 
Epoch:18 (118/147) Data: 0.000669s | Batch: 0.126s | future_traj_r_loss: 0.038 | future_traj_l_loss: 0.025 | rec_r_loss: 0.034| rec_l_loss: 0.033| total_loss: 0.137 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.020 
Epoch:18 (119/147) Data: 0.000663s | Batch: 0.126s | future_traj_r_loss: 0.030 | future_traj_l_loss: 0.037 | rec_r_loss: 0.035| rec_l_loss: 0.034| total_loss: 0.134 | future_valid_r: 28.0 | future_valid_l: 31.0 | obj_loss: 0.024 
Epoch:18 (120/147) Data: 0.000672s | Batch: 0.126s | future_traj_r_loss: 0.061 | future_traj_l_loss: 0.035 | rec_r_loss: 0.034| rec_l_loss: 0.033| total_loss: 0.191 | future_valid_r: 32.0 | future_valid_l: 31.0 | obj_loss: 0.015 
Epoch:18 (121/147) Data: 0.000714s | Batch: 0.126s | future_traj_r_loss: 0.045 | future_traj_l_loss: 0.046 | rec_r_loss: 0.035| rec_l_loss: 0.033| total_loss: 0.182 | future_valid_r: 31.0 | future_valid_l: 29.0 | obj_loss: 0.019 
Epoch:18 (122/147) Data: 0.000680s | Batch: 0.126s | future_traj_r_loss: 0.032 | future_traj_l_loss: 0.036 | rec_r_loss: 0.034| rec_l_loss: 0.035| total_loss: 0.144 | future_valid_r: 29.0 | future_valid_l: 31.0 | obj_loss: 0.023 
Epoch:18 (123/147) Data: 0.000680s | Batch: 0.126s | future_traj_r_loss: 0.046 | future_traj_l_loss: 0.053 | rec_r_loss: 0.035| rec_l_loss: 0.034| total_loss: 0.191 | future_valid_r: 31.0 | future_valid_l: 32.0 | obj_loss: 0.024 
Epoch:18 (124/147) Data: 0.000662s | Batch: 0.126s | future_traj_r_loss: 0.041 | future_traj_l_loss: 0.045 | rec_r_loss: 0.034| rec_l_loss: 0.034| total_loss: 0.170 | future_valid_r: 30.0 | future_valid_l: 32.0 | obj_loss: 0.013 
Epoch:18 (125/147) Data: 0.000652s | Batch: 0.125s | future_traj_r_loss: 0.042 | future_traj_l_loss: 0.051 | rec_r_loss: 0.034| rec_l_loss: 0.034| total_loss: 0.188 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.019 
Epoch:18 (126/147) Data: 0.000667s | Batch: 0.125s | future_traj_r_loss: 0.058 | future_traj_l_loss: 0.047 | rec_r_loss: 0.033| rec_l_loss: 0.033| total_loss: 0.205 | future_valid_r: 31.0 | future_valid_l: 32.0 | obj_loss: 0.016 
Epoch:18 (127/147) Data: 0.000679s | Batch: 0.125s | future_traj_r_loss: 0.069 | future_traj_l_loss: 0.055 | rec_r_loss: 0.035| rec_l_loss: 0.033| total_loss: 0.240 | future_valid_r: 29.0 | future_valid_l: 32.0 | obj_loss: 0.018 
Epoch:18 (128/147) Data: 0.000667s | Batch: 0.125s | future_traj_r_loss: 0.037 | future_traj_l_loss: 0.050 | rec_r_loss: 0.034| rec_l_loss: 0.034| total_loss: 0.165 | future_valid_r: 30.0 | future_valid_l: 30.0 | obj_loss: 0.020 
Epoch:18 (129/147) Data: 0.000648s | Batch: 0.125s | future_traj_r_loss: 0.052 | future_traj_l_loss: 0.053 | rec_r_loss: 0.034| rec_l_loss: 0.033| total_loss: 0.191 | future_valid_r: 30.0 | future_valid_l: 30.0 | obj_loss: 0.023 
Epoch:18 (130/147) Data: 0.000665s | Batch: 0.125s | future_traj_r_loss: 0.049 | future_traj_l_loss: 0.040 | rec_r_loss: 0.033| rec_l_loss: 0.032| total_loss: 0.174 | future_valid_r: 31.0 | future_valid_l: 30.0 | obj_loss: 0.017 
Epoch:18 (131/147) Data: 0.000670s | Batch: 0.125s | future_traj_r_loss: 0.049 | future_traj_l_loss: 0.038 | rec_r_loss: 0.034| rec_l_loss: 0.033| total_loss: 0.164 | future_valid_r: 31.0 | future_valid_l: 30.0 | obj_loss: 0.019 
Epoch:18 (132/147) Data: 0.000674s | Batch: 0.125s | future_traj_r_loss: 0.040 | future_traj_l_loss: 0.046 | rec_r_loss: 0.033| rec_l_loss: 0.033| total_loss: 0.184 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.013 
Epoch:18 (133/147) Data: 0.000663s | Batch: 0.125s | future_traj_r_loss: 0.036 | future_traj_l_loss: 0.037 | rec_r_loss: 0.033| rec_l_loss: 0.034| total_loss: 0.138 | future_valid_r: 30.0 | future_valid_l: 32.0 | obj_loss: 0.019 
Epoch:18 (134/147) Data: 0.000656s | Batch: 0.125s | future_traj_r_loss: 0.038 | future_traj_l_loss: 0.034 | rec_r_loss: 0.034| rec_l_loss: 0.034| total_loss: 0.179 | future_valid_r: 32.0 | future_valid_l: 31.0 | obj_loss: 0.021 
Epoch:18 (135/147) Data: 0.000659s | Batch: 0.125s | future_traj_r_loss: 0.033 | future_traj_l_loss: 0.031 | rec_r_loss: 0.034| rec_l_loss: 0.033| total_loss: 0.146 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.021 
Epoch:18 (136/147) Data: 0.000667s | Batch: 0.125s | future_traj_r_loss: 0.041 | future_traj_l_loss: 0.063 | rec_r_loss: 0.034| rec_l_loss: 0.033| total_loss: 0.181 | future_valid_r: 30.0 | future_valid_l: 31.0 | obj_loss: 0.024 
Epoch:18 (137/147) Data: 0.000701s | Batch: 0.125s | future_traj_r_loss: 0.050 | future_traj_l_loss: 0.039 | rec_r_loss: 0.033| rec_l_loss: 0.033| total_loss: 0.182 | future_valid_r: 30.0 | future_valid_l: 31.0 | obj_loss: 0.022 
Epoch:18 (138/147) Data: 0.000680s | Batch: 0.125s | future_traj_r_loss: 0.047 | future_traj_l_loss: 0.053 | rec_r_loss: 0.034| rec_l_loss: 0.033| total_loss: 0.199 | future_valid_r: 28.0 | future_valid_l: 31.0 | obj_loss: 0.027 
Epoch:18 (139/147) Data: 0.000662s | Batch: 0.124s | future_traj_r_loss: 0.039 | future_traj_l_loss: 0.040 | rec_r_loss: 0.035| rec_l_loss: 0.034| total_loss: 0.169 | future_valid_r: 30.0 | future_valid_l: 31.0 | obj_loss: 0.014 
Epoch:18 (140/147) Data: 0.000672s | Batch: 0.124s | future_traj_r_loss: 0.040 | future_traj_l_loss: 0.041 | rec_r_loss: 0.035| rec_l_loss: 0.034| total_loss: 0.171 | future_valid_r: 32.0 | future_valid_l: 30.0 | obj_loss: 0.021 
Epoch:18 (141/147) Data: 0.000651s | Batch: 0.124s | future_traj_r_loss: 0.046 | future_traj_l_loss: 0.050 | rec_r_loss: 0.034| rec_l_loss: 0.033| total_loss: 0.172 | future_valid_r: 32.0 | future_valid_l: 29.0 | obj_loss: 0.012 
Epoch:18 (142/147) Data: 0.000655s | Batch: 0.124s | future_traj_r_loss: 0.043 | future_traj_l_loss: 0.052 | rec_r_loss: 0.035| rec_l_loss: 0.033| total_loss: 0.182 | future_valid_r: 30.0 | future_valid_l: 31.0 | obj_loss: 0.016 
Epoch:18 (143/147) Data: 0.000657s | Batch: 0.124s | future_traj_r_loss: 0.042 | future_traj_l_loss: 0.060 | rec_r_loss: 0.034| rec_l_loss: 0.033| total_loss: 0.209 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.015 
Epoch:18 (144/147) Data: 0.000662s | Batch: 0.124s | future_traj_r_loss: 0.042 | future_traj_l_loss: 0.032 | rec_r_loss: 0.034| rec_l_loss: 0.033| total_loss: 0.156 | future_valid_r: 29.0 | future_valid_l: 32.0 | obj_loss: 0.016 
Epoch:18 (145/147) Data: 0.000660s | Batch: 0.124s | future_traj_r_loss: 0.047 | future_traj_l_loss: 0.049 | rec_r_loss: 0.034| rec_l_loss: 0.033| total_loss: 0.169 | future_valid_r: 29.0 | future_valid_l: 30.0 | obj_loss: 0.024 
Epoch:18 (146/147) Data: 0.000668s | Batch: 0.124s | future_traj_r_loss: 0.035 | future_traj_l_loss: 0.033 | rec_r_loss: 0.033| rec_l_loss: 0.033| total_loss: 0.142 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.024 
Epoch:18 (147/147) Data: 0.000613s | Batch: 0.124s | future_traj_r_loss: 0.079 | future_traj_l_loss: 0.041 | rec_r_loss: 0.035| rec_l_loss: 0.033| total_loss: 0.261 | future_valid_r: 7.0 | future_valid_l: 6.0 | obj_loss: 0.010 
save epoch 19 checkpoint
Epoch:19 (1/147) Data: 0.642576s | Batch: 0.790s | future_traj_r_loss: 0.052 | future_traj_l_loss: 0.048 | rec_r_loss: 0.036| rec_l_loss: 0.034| total_loss: 0.186 | future_valid_r: 31.0 | future_valid_l: 30.0 | obj_loss: 0.017 
Epoch:19 (2/147) Data: 0.000877s | Batch: 0.453s | future_traj_r_loss: 0.058 | future_traj_l_loss: 0.038 | rec_r_loss: 0.035| rec_l_loss: 0.034| total_loss: 0.188 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.020 
Epoch:19 (3/147) Data: 0.000809s | Batch: 0.343s | future_traj_r_loss: 0.073 | future_traj_l_loss: 0.034 | rec_r_loss: 0.037| rec_l_loss: 0.034| total_loss: 0.201 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.018 
Epoch:19 (4/147) Data: 0.001438s | Batch: 0.289s | future_traj_r_loss: 0.058 | future_traj_l_loss: 0.045 | rec_r_loss: 0.035| rec_l_loss: 0.034| total_loss: 0.196 | future_valid_r: 30.0 | future_valid_l: 32.0 | obj_loss: 0.021 
Epoch:19 (5/147) Data: 0.000808s | Batch: 0.255s | future_traj_r_loss: 0.043 | future_traj_l_loss: 0.037 | rec_r_loss: 0.035| rec_l_loss: 0.035| total_loss: 0.175 | future_valid_r: 32.0 | future_valid_l: 30.0 | obj_loss: 0.022 
Epoch:19 (6/147) Data: 0.000808s | Batch: 0.233s | future_traj_r_loss: 0.053 | future_traj_l_loss: 0.033 | rec_r_loss: 0.035| rec_l_loss: 0.033| total_loss: 0.166 | future_valid_r: 32.0 | future_valid_l: 30.0 | obj_loss: 0.013 
Epoch:19 (7/147) Data: 0.001429s | Batch: 0.216s | future_traj_r_loss: 0.055 | future_traj_l_loss: 0.074 | rec_r_loss: 0.034| rec_l_loss: 0.034| total_loss: 0.241 | future_valid_r: 31.0 | future_valid_l: 32.0 | obj_loss: 0.012 
Epoch:19 (8/147) Data: 0.000841s | Batch: 0.204s | future_traj_r_loss: 0.042 | future_traj_l_loss: 0.019 | rec_r_loss: 0.034| rec_l_loss: 0.034| total_loss: 0.156 | future_valid_r: 31.0 | future_valid_l: 32.0 | obj_loss: 0.019 
Epoch:19 (9/147) Data: 0.000822s | Batch: 0.195s | future_traj_r_loss: 0.062 | future_traj_l_loss: 0.037 | rec_r_loss: 0.035| rec_l_loss: 0.035| total_loss: 0.190 | future_valid_r: 30.0 | future_valid_l: 32.0 | obj_loss: 0.015 
Epoch:19 (10/147) Data: 0.000809s | Batch: 0.187s | future_traj_r_loss: 0.052 | future_traj_l_loss: 0.075 | rec_r_loss: 0.035| rec_l_loss: 0.035| total_loss: 0.235 | future_valid_r: 30.0 | future_valid_l: 32.0 | obj_loss: 0.023 
Epoch:19 (11/147) Data: 0.000793s | Batch: 0.181s | future_traj_r_loss: 0.029 | future_traj_l_loss: 0.053 | rec_r_loss: 0.034| rec_l_loss: 0.034| total_loss: 0.138 | future_valid_r: 26.0 | future_valid_l: 32.0 | obj_loss: 0.024 
Epoch:19 (12/147) Data: 0.000753s | Batch: 0.175s | future_traj_r_loss: 0.044 | future_traj_l_loss: 0.054 | rec_r_loss: 0.034| rec_l_loss: 0.034| total_loss: 0.218 | future_valid_r: 31.0 | future_valid_l: 32.0 | obj_loss: 0.023 
Epoch:19 (13/147) Data: 0.000801s | Batch: 0.171s | future_traj_r_loss: 0.031 | future_traj_l_loss: 0.048 | rec_r_loss: 0.034| rec_l_loss: 0.034| total_loss: 0.158 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.024 
Epoch:19 (14/147) Data: 0.000769s | Batch: 0.167s | future_traj_r_loss: 0.106 | future_traj_l_loss: 0.054 | rec_r_loss: 0.035| rec_l_loss: 0.036| total_loss: 0.257 | future_valid_r: 30.0 | future_valid_l: 30.0 | obj_loss: 0.022 
Epoch:19 (15/147) Data: 0.000767s | Batch: 0.164s | future_traj_r_loss: 0.059 | future_traj_l_loss: 0.089 | rec_r_loss: 0.035| rec_l_loss: 0.036| total_loss: 0.234 | future_valid_r: 32.0 | future_valid_l: 31.0 | obj_loss: 0.014 
Epoch:19 (16/147) Data: 0.000827s | Batch: 0.161s | future_traj_r_loss: 0.059 | future_traj_l_loss: 0.039 | rec_r_loss: 0.034| rec_l_loss: 0.035| total_loss: 0.180 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.019 
Epoch:19 (17/147) Data: 0.000818s | Batch: 0.159s | future_traj_r_loss: 0.035 | future_traj_l_loss: 0.028 | rec_r_loss: 0.035| rec_l_loss: 0.035| total_loss: 0.146 | future_valid_r: 32.0 | future_valid_l: 31.0 | obj_loss: 0.017 
Epoch:19 (18/147) Data: 0.001047s | Batch: 0.157s | future_traj_r_loss: 0.036 | future_traj_l_loss: 0.045 | rec_r_loss: 0.034| rec_l_loss: 0.035| total_loss: 0.164 | future_valid_r: 28.0 | future_valid_l: 30.0 | obj_loss: 0.026 
Epoch:19 (19/147) Data: 0.001621s | Batch: 0.155s | future_traj_r_loss: 0.056 | future_traj_l_loss: 0.074 | rec_r_loss: 0.035| rec_l_loss: 0.035| total_loss: 0.237 | future_valid_r: 32.0 | future_valid_l: 32.0 | obj_loss: 0.021 
Epoch:19 (20/147) Data: 0.000767s | Batch: 0.153s | future_traj_r_loss: 0.046 | future_traj_l_loss: 0.037 | rec_r_loss: 0.035| rec_l_loss: 0.036| total_loss: 0.183 | future_valid_r: 30.0 | future_valid_l: 31.0 | obj_loss: 0.019 
